SPECIES;DETERMINED AS;NAME;LAT;LONG;MAX_AGE;MIN_AGE;MIS;PERIOD;EARLY_INTERVALL;LATE_INTERVALL;COUNTRY;STATE;REFERENCE;NOTIZ;;
Mammuthus columbi;Mammuthus columbi;Irvington;37.529999;-121.959999;1.8;0.3;64-11;;Irvingtonian;;US;California;D. E. Savage. 1951. Late Cenozoic Vertebrates of The San Francisco Bay Region. University of California Publications, Bulletin of the Department of Geological Sciences 28(10):215-314;;;
Mammuthus columbi;Mammuthus imperator;Irvington;37.529999;-121.959999;1.8;0.3;;;Irvingtonian;;US;;D. E. Savage. 1951. Late Cenozoic Vertebrates of The San Francisco Bay Region. University of California Publications, Bulletin of the Department of Geological Sciences 28(10):215-314;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Irvington;37.529999;-121.959999;1.8;0.3;;;Irvingtonian;;US;California;D. E. Savage. 1951. Late Cenozoic Vertebrates of The San Francisco Bay Region. University of California Publications, Bulletin of the Department of Geological Sciences 28(10):215-314;;;
Mammuthus columbi;Mammuthus columbi;Newcastle;37.683334;-113.633331;0.126;0.0117;5-1;;Late Pleistocene;;US;Utah;;;;
Mammuthus columbi;Mammuthus imperator;Newcastle;37.683334;-113.633331;0.126;0.0117;5-1;;Late Pleistocene;;US;;;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Newcastle;37.683334;-113.633331;0.126;0.0117;;;Late Pleistocene;;US;Utah;;;;
Mammuthus columbi;Mammuthus columbi;Bay Bridge, San Francisco;37.78905;-122.387061;0.24;0.012;;;Rancholabrean;;US;California;Jefferson, G. T. (1991): A catalogue of Late Quaternary vertebrates from California.: Los Angeles, California: Natural History Museum of Los Angeles County (Technical reports, 5).;;;
Mammuthus columbi;Mammuthus columbi;Pacific Avenue, San Francisco;37.794485;-122.426312;0.264;0.243;8;K;Rancholabrean;;US;California;Jefferson, G. T. (1991): A catalogue of Late Quaternary vertebrates from California.: Los Angeles, California: Natural History Museum of Los Angeles County (Technical reports, 5).;;;
Mammuthus columbi;Mammuthus columbi;Berkley Municipal Warf;37.866024;-122.313128;0.24;0.012;7-5;;Rancholabrean;;US;California;Jefferson, G. T. (1991): A catalogue of Late Quaternary vertebrates from California.: Los Angeles, California: Natural History Museum of Los Angeles County (Technical reports, 5).;;;
Mammuthus columbi;Mammuthus columbi;Lone Tree Point;38.035;-122.275002;0.126;0.0117;5-1;;Late Pleistocene;;;;;;;
Mammuthus columbi;Mammuthus imperator;Lone Tree Point;38.035;-122.275002;0.126;0.0117;5-1;;Late Pleistocene;;;;;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Lone Tree Point;38.035;-122.275002;0.126;0.0117;;;Late Pleistocene;;;;;;;
Mammuthus columbi;Mammuthus columbi;Lone Tree Point No. 1-2, San Pablo Bay;38.035;-122.275002;0.24;0.012;7-1;;Rancholabrean;;US;California;Jefferson, G. T. (1991): A catalogue of Late Quaternary vertebrates from California.: Los Angeles, California: Natural History Museum of Los Angeles County (Technical reports, 5).;;;
Mammuthus columbi;Mammuthus columbi;Rodeo Pleistocene;38.035;-122.275002;0.24;0.012;7-1;;Late Pleistocene;;US;California;Jefferson, G. T. (1991): A catalogue of Late Quaternary vertebrates from California.: Los Angeles, California: Natural History Museum of Los Angeles County (Technical reports, 5).;;;
Mammuthus columbi;Mammuthus imperator;UCMP 524, Rodeo Oyster Bed;38.035;-122.275002;0.126;0.0117;5-1;;Late Pleistocene;;US;;G. T. Jefferson. 1991. A catalogue of late Quaternary Vertebrates from California: Part Two, Mammals. Natural History Museum of Los Angeles County Technical Reports 7:1-129;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;UCMP 524, Rodeo Oyster Bed;38.035;-122.275002;0.126;0.0117;;;Late Pleistocene;;US;California;G. T. Jefferson. 1991. A catalogue of late Quaternary Vertebrates from California: Part Two, Mammals. Natural History Museum of Los Angeles County Technical Reports 7:1-129;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Trolinger Spring;38.063889;-93.347222;0.11;0.055;5-3;;;;;;;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Jones Spring;38.066667;-93.35;0.16;0.03532;5-3;;;;;;;;;
Mammuthus columbi;Mammuthus imperator;Hammann Gravel Pit;38.299999;-97.599998;1.8;0.3;;;Irvingtonian;;US;;H. A. Semken, Jr. 1966. Stratigraphy and Paleontology of the McPherson Equus Beds (Sandahl Local Fauna), McPherson County, Kansas. Contributions from the Museum of Paleontology, University of Michigan 20(6):121-178;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Hammann Gravel Pit;38.299999;-97.599998;1.8;0.3;;;Irvingtonian;;US;Kansas;H. A. Semken, Jr. 1966. Stratigraphy and Paleontology of the McPherson Equus Beds (Sandahl Local Fauna), McPherson County, Kansas. Contributions from the Museum of Paleontology, University of Michigan 20(6):121-178;;;
Mammuthus columbi;Mammuthus columbi;McPherson Formation, McPherson Equus Beds;38.299999;-97.599998;0.191;0.13;6;K;Illinoian, Wisconsinan;;US;Kansas;H. A. Semken, Jr. 1966. Stratigraphy and Paleontology of the McPherson Equus Beds (Sandahl Local Fauna), McPherson County, Kansas. Contributions from the Museum of Paleontology, University of Michigan 20(6):121-178;;;
Mammuthus columbi;Mammuthus imperator;Sandahl Gravel Pit;38.299999;-97.599998;1.8;0.3;;;Irvingtonian;;US;;H. A. Semken, Jr. 1966. Stratigraphy and Paleontology of the McPherson Equus Beds (Sandahl Local Fauna), McPherson County, Kansas. Contributions from the Museum of Paleontology, University of Michigan 20(6):121-178;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Sandahl Gravel Pit;38.299999;-97.599998;1.8;0.3;;;Irvingtonian;;US;Kansas;H. A. Semken, Jr. 1966. Stratigraphy and Paleontology of the McPherson Equus Beds (Sandahl Local Fauna), McPherson County, Kansas. Contributions from the Museum of Paleontology, University of Michigan 20(6):121-178;;;
Mammuthus columbi;Mammuthus imperator;Stevenson Bridge UCMP V76199;38.536945;-121.851669;0.3;0.012;;;Rancholabrean;;USA;;;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Stevenson Bridge UCMP V76199;38.536945;-121.851669;0.3;0.012;;;Rancholabrean;;US;California;;;;
Mammuthus columbi;Mammuthus columbi;Stevenson Creek Bridge, Davis;38.536945;-121.851669;0.24;0.012;7-1;;Rancholabrean;;US;California;Jefferson, G. T. (1991): A catalogue of Late Quaternary vertebrates from California.: Los Angeles, California: Natural History Museum of Los Angeles County (Technical reports, 5).;;;
Mammuthus columbi;Mammuthus columbi;Inglewood;38.656967;-76.847734;0.0243;0.024;2;K;Late Pleistocene;;US;Maryland;Haynes, Gary (2017): Taphonomy of the Inglewood mammoth (Mammuthus columbi) (Maryland, USA): Green-bone fracturing of fossil bones. In: Quaternary International 445, S. 171–183. DOI: 10.1016/j.quaint.2016.02.034.;;;
Mammuthus columbi;Mammuthus columbi;Oxford Neck;38.681946;-76.138885;2.588;0.0117;;;Pleistocene;;US;Maryland;F. A. Lucas. 1906. The elephants of the Pleistocene;;;
Mammuthus columbi;Mammuthus imperator;Oxford Neck;38.681946;-76.138885;2.588;0.0117;;;Pleistocene;;US;;F. A. Lucas. 1906. The elephants of the Pleistocene;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Oxford Neck;38.681946;-76.138885;2.588;0.0117;;;Pleistocene;;US;Maryland;F. A. Lucas. 1906. The elephants of the Pleistocene;;;
Mammuthus columbi;Mammuthus columbi;Kanopolis;38.700001;-98.099998;1.1;0.5;32-15;;Irvingtonian;;US;Kansas;C. W. Hibbard, R. J. Zakrzewski, and R. E. Eshelman, G. Edmund, C. D. Griggs, C. Griggs. 1978. Mammals from the Kanopolis Local Fauna, Pleistocene (Yarmouth) of Ellsworth County, Kansa. Contributions from the Museum of Paleontology, University of Michigan 25(2):11-44;;;
Mammuthus columbi;Mammuthus imperator;Kanopolis;38.700001;-98.099998;1.8;0.3;;;Irvingtonian;;US;;C. W. Hibbard, R. J. Zakrzewski, and R. E. Eshelman, G. Edmund, C. D. Griggs, C. Griggs. 1978. Mammals from the Kanopolis Local Fauna, Pleistocene (Yarmouth) of Ellsworth County, Kansa. Contributions from the Museum of Paleontology, University of Michigan 25(2):11-44;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Kanopolis;38.700001;-98.099998;1.8;0.3;;;Irvingtonian;;US;Kansas;C. W. Hibbard, R. J. Zakrzewski, and R. E. Eshelman, G. Edmund, C. D. Griggs, C. Griggs. 1978. Mammals from the Kanopolis Local Fauna, Pleistocene (Yarmouth) of Ellsworth County, Kansa. Contributions from the Museum of Paleontology, University of Michigan 25(2):11-44;;;
Mammuthus columbi;Mammuthus columbi;Bottle Hill, Benicia;38.944288;-120.850954;0.24;0.012;;;Rancholabrean;;US;California;Jefferson, G. T. (1991): A catalogue of Late Quaternary vertebrates from California.: Los Angeles, California: Natural History Museum of Los Angeles County (Technical reports, 5).;;;
Mammuthus columbi;Mammuthus columbi;Ziegler Reservoir, Snowmass Village;39.214937;-106.968644;0.087;0.077;5.1;W;Late Pleistocene;;US;Colorado;"Miller, Ian M.; Pigati, Jeffrey S.; Scott Anderson, R.; Johnson, Kirk R.; Mahan, Shannon A.; Ager, Thomas A. et al. (2014): Summary of the Snowmastodon Project Special Volume A high-elevation, multi-proxy biotic and environmental record of MIS 6–4 from the Ziegler Reservoir fossil site, Snowmass Village, Colorado, USA. In: Quat. res. 82 (3), S. 618–634. DOI: 10.1016/j.yqres.2014.07.004.";;;
Mammuthus columbi;Mammuthus columbi;Ziegler Reservoir,Snowmass Village;39.214937;-106.968644;0.071;0.057;4;K;Late Pleistocene;;US;Colorado;"Miller, Ian M.; Pigati, Jeffrey S.; Scott Anderson, R.; Johnson, Kirk R.; Mahan, Shannon A.; Ager, Thomas A. et al. (2014): Summary of the Snowmastodon Project Special Volume A high-elevation, multi-proxy biotic and environmental record of MIS 6–4 from the Ziegler Reservoir fossil site, Snowmass Village, Colorado, USA. In: Quat. res. 82 (3), S. 618–634. DOI: 10.1016/j.yqres.2014.07.004.";;;
Mammuthus columbi;Mammuthus columbi;Wasatch Plateau;39.309338;-111.336842;0.0115;0.0095;1;W;Greenlandian;;US;Utah;"Gillette, David D.; Madsen, David B. (1993): The Columbian mammoth, Mammuthus columbi, from the Wasatch Mountains of central Utah. In: J. Paleontol. 67 (4), S. 669–680. DOI: 10.1017/S0022336000024999.";;;
Mammuthus columbi;Mammuthus columbi;Kassler Quad Mammoth;39.366667;-105;0.0102;0.0102;1;W;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Huntington Canyon;39.437759;-111.032172;0.0112;0.0112;1;W;Late Pleistocene;;US;Utah;"Schaedler, J. M.; Krook, L.; Wootton, J. M.A.; Hover, B.; Brodsky, B.; Naresh, M. D. et al. (1992): Studies of Collagen in Bone and Dentin Matrix of a Columbian Mammoth (Late Pleistocene) of Central Utah. In: Matrix 12 (4), S. 297–307. DOI: 10.1016/S0934-8832(11)80082-X. ";;;
Mammuthus columbi;Mammuthus columbi;Lamb Spring;39.5;-105.066667;0.014;0.011735;1;W;Late Pleistocene;;US;Colorado;"Smith, Gregory James; Graham, Russell W. (2017): The effects of dental wear on impairing mammoth taxonomy: A reappraisal of the Newton mammoth, Bradford County, northeastern Pennsylvania. In: Quaternary International 443, S. 40–51. DOI: 10.1016/j.quaint.2017.01.030.";;;
Mammuthus columbi;Mammuthus columbi;Huntington Dam;39.583332;-111.25;0.01122;0.0114;1;W;Greenlandian;;US;Utah;D. D. Gillette and D. B. Madsen. 1992. The short-faced bear Arctodus simus from the late Quaternary in the Wasatch Mountains of central Utah. Journal of Vertebrate Paleontology 12(1):107-112;;;
Mammuthus columbi;Mammuthus imperator;Huntington Dam;39.583332;-111.25;0.126;0.0117;5-1;;Late Pleistocene;;US;;D. D. Gillette and D. B. Madsen. 1992. The short-faced bear Arctodus simus from the late Quaternary in the Wasatch Mountains of central Utah. Journal of Vertebrate Paleontology 12(1):107-112;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Huntington Dam;39.583332;-111.25;0.126;0.0117;;;Late Pleistocene;;US;Utah;D. D. Gillette and D. B. Madsen. 1992. The short-faced bear Arctodus simus from the late Quaternary in the Wasatch Mountains of central Utah. Journal of Vertebrate Paleontology 12(1):107-112;;;
Mammuthus columbi;Mammuthus columbi;Dutton;39.616667;-102.25;0.0136;0.00788;1;W;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Bushey Cavern;39.644169;-77.585556;2.588;0.0117;;;Pleistocene;;US;Maryland;O. P. Hay. 1921. Descriptions of some Pleistocene vertebrates found in the United States. Proceedings of The United States National Museum 58:83-146;;;
Mammuthus columbi;Mammuthus imperator;Bushey Cavern;39.644169;-77.585556;2.588;0.0117;;;Pleistocene;;US;;O. P. Hay. 1921. Descriptions of some Pleistocene vertebrates found in the United States. Proceedings of The United States National Museum 58:83-146;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Bushey Cavern;39.644169;-77.585556;2.588;0.0117;;;Pleistocene;;US;Maryland;O. P. Hay. 1921. Descriptions of some Pleistocene vertebrates found in the United States. Proceedings of The United States National Museum 58:83-146;;;
Mammuthus columbi;Mammuthus columbi;Selby;39.866667;-102.25;0.0136;0.00788;1;W;Greenlandian;;;;;;;
Mammuthus columbi;Mammuthus columbi;Lovewell, Great Plains;39.8979;-98.003689;0.01834;0.01834;2;K;Late Pleistocene;;US;Kansas;Holen, Steven R. (2006): Taphonomy of two last glacial maximum mammoth sites in the central Great Plains of North America: A preliminary report on La Sena and Lovewell. In: Quaternary International 142-143, S. 30–43. DOI: 10.1016/j.quaint.2005.03.003.;;;
Mammuthus columbi;Mammuthus columbi;Spanish Fork Canyon [42UT009V];40.083889;-111.595278;0.15;0.014;6-2;;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Angus;40.200001;-98.099998;0.08;0.075;5;W;Irvingtonian;;US;Nebraska;"Holen, Steven R.; May, David W.; Mahan, Shannon A. (2011): The Angus Mammoth: A Decades-Old Scientific Controversy Resolved. In: Am. Antiq. 76 (3), S. 487–499. DOI: 10.7183/0002-7316.76.3.487.";;;
Mammuthus columbi;Mammuthus imperator;Angus;40.200001;-98.099998;1.8;0.3;;;Irvingtonian;;US;;L. D. Martin. 1969. University of Nebraska MS thesis;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Angus;40.200001;-98.099998;1.8;0.3;;;Irvingtonian;;US;Nebraska;L. D. Martin. 1969. University of Nebraska MS thesis;;;
Mammuthus columbi;Mammuthus columbi;Dent;40.316667;-104.816667;0.0112;0.0112;1;W;;;;;;;;
Mammuthus columbi;Mammuthus columbi;La Sena, Great Plains;40.734411;-100.300400;0.0186;0.01781;2;K;Late Pleistocene;;US;Nebraska;Holen, Steven R. (2006): Taphonomy of two last glacial maximum mammoth sites in the central Great Plains of North America: A preliminary report on La Sena and Lovewell. In: Quaternary International 142-143, S. 30–43. DOI: 10.1016/j.quaint.2005.03.003.;;;
Mammuthus columbi;Mammuthus columbi;Potter Creek Cave, Baird;40.783889;;0.075;0.012;5-1;;Wisconsinan;;US;California;Jefferson, G. T. (1991): A catalogue of Late Quaternary vertebrates from California.: Los Angeles, California: Natural History Museum of Los Angeles County (Technical reports, 5).;;;
Mammuthus columbi;Mammuthus columbi;Silver Creek Junction;40.900002;-111.199997;0.095;0.040;5.3-3;;Late Pleistocene;;US;Utah;W. E. Miller. 1976. Late Pleistocene vertebrates of the Silver Creek local fauna from north Central Utah. Great Basin Naturalist 36(4);;;
Mammuthus columbi;Mammuthus imperator;Silver Creek Junction;40.900002;-111.199997;0.126;0.0117;5-1;;Late Pleistocene;;US;;W. E. Miller. 1976. Late Pleistocene vertebrates of the Silver Creek local fauna from north Central Utah. Great Basin Naturalist 36(4);;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Silver Creek Junction;40.900002;-111.199997;0.126;0.0117;;;Late Pleistocene;;US;Utah;W. E. Miller. 1976. Late Pleistocene vertebrates of the Silver Creek local fauna from north Central Utah. Great Basin Naturalist 36(4);;;
Mammuthus columbi;Mammuthus columbi;Wallman Mammoth [26PHu8];41.25;-118.75;0.115;0.0105;5.4-1;;;;;;;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Wyanet Mammoth;41.3636;-89.65285;0.019463;0.019021;2;K;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Union Pacific Mammoth Kill [48CR182];41.5;-107.616667;0.01128;0.01128;1;W;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Newton [CM-1342];41.679167;-76.352778;0.015;0.0126;2-1;;;;;;;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Seneca Township Site;41.75;-84.116667;0.015;0.01;2-1;;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Seneca Township;41.790279;-84.186668;0.126;0.0117;5-1;;Late Pleistocene;;US;Michigan;J. A. Holman, D. C. Fisher, and R. O. Kapp. 1986. Recent discoveries of fossil vertebrates in the lower peninsula of Michigan. Michigan Academician 18(3):431-463;;;
Mammuthus columbi;Mammuthus imperator;Seneca Township;41.790279;-84.186668;0.126;0.0117;5-1;;Late Pleistocene;;US;;J. A. Holman, D. C. Fisher, and R. O. Kapp. 1986. Recent discoveries of fossil vertebrates in the lower peninsula of Michigan. Michigan Academician 18(3):431-463;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Seneca Township;41.790279;-84.186668;0.126;0.0117;;;Late Pleistocene;;US;Michigan;J. A. Holman, D. C. Fisher, and R. O. Kapp. 1986. Recent discoveries of fossil vertebrates in the lower peninsula of Michigan. Michigan Academician 18(3):431-463;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Prillwitz Site;41.808333;-86.483333;0.013164;0.01;1;W;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Bear Lake [42Ri098V];41.875;-111.375;0.15;0.14;6;K;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Prillwitz Site;41.978611;-86.310555;0.126;0.0117;5-1;;Late Pleistocene;;US;Michigan;J. A. Holman, D. C. Fisher, and R. O. Kapp. 1986. Recent discoveries of fossil vertebrates in the lower peninsula of Michigan. Michigan Academician 18(3):431-463;;;
Mammuthus columbi;Mammuthus imperator;Prillwitz Site;41.978611;-86.310555;0.126;0.0117;5-1;;Late Pleistocene;;US;;J. A. Holman, D. C. Fisher, and R. O. Kapp. 1986. Recent discoveries of fossil vertebrates in the lower peninsula of Michigan. Michigan Academician 18(3):431-463;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Prillwitz Site;41.978611;-86.310555;0.126;0.0117;;;Late Pleistocene;;US;Michigan;J. A. Holman, D. C. Fisher, and R. O. Kapp. 1986. Recent discoveries of fossil vertebrates in the lower peninsula of Michigan. Michigan Academician 18(3):431-463;;;
Mammuthus columbi;Mammuthus imperator;Mullen II [Mullen Assemblage];42;-101;0.191;0.13;6;K;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Elmira;42.089802;-76.807701;2.588;0.0117;;;Pleistocene;;US;New York;O. P. Hay. 1919. On some proboscideans of the State of New York. Science 49(1268):377-379;;;
Mammuthus columbi;Mammuthus imperator;Elmira;42.089802;-76.807701;2.588;0.0117;;;Pleistocene;;US;;O. P. Hay. 1919. On some proboscideans of the State of New York. Science 49(1268):377-379;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Elmira;42.089802;-76.807701;2.588;0.0117;;;Pleistocene;;US;New York;O. P. Hay. 1919. On some proboscideans of the State of New York. Science 49(1268):377-379;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Watervliet Site;42.116667;-86.25;0.015;0.01;2-1;;;;;;;;;
Mammuthus columbi;Mammuthus columbi;North Prong Quarry;42.1189;-101.186203;0.781;0.126;19-5.5;;Middle Pleistocene;;;;;;;
Mammuthus columbi;Mammuthus columbi;North Prong Quarry;42.1189;-101.186203;0.781;0.126;19-5.5;;Middle Pleistocene;;;;;;;
Mammuthus columbi;Mammuthus imperator;North Prong Quarry;42.1189;-101.186203;0.781;0.126;;;Middle Pleistocene;;;;;;;
Mammuthus columbi;Mammuthus imperator;North Prong Quarry;42.1189;-101.186203;0.781;0.126;;;Middle Pleistocene;;;;;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;North Prong Quarry;42.1189;-101.186203;0.781;0.126;;;Middle Pleistocene;;;;;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;North Prong Quarry;42.1189;-101.186203;0.781;0.126;;;Middle Pleistocene;;;;;;;
Mammuthus columbi;Mammuthus columbi;Watervliet, near;42.2075;-86.310837;0.126;0.0117;5-1;NA;Late Pleistocene;;US;Michigan;J. A. Holman, D. C. Fisher, and R. O. Kapp. 1986. Recent discoveries of fossil vertebrates in the lower peninsula of Michigan. Michigan Academician 18(3):431-463;;;
Mammuthus columbi;Mammuthus imperator;Watervliet, near;42.2075;-86.310837;0.126;0.0117;5-1;;Late Pleistocene;;US;;J. A. Holman, D. C. Fisher, and R. O. Kapp. 1986. Recent discoveries of fossil vertebrates in the lower peninsula of Michigan. Michigan Academician 18(3):431-463;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Watervliet, near;42.2075;-86.310837;0.126;0.0117;;;Late Pleistocene;;US;Michigan;J. A. Holman, D. C. Fisher, and R. O. Kapp. 1986. Recent discoveries of fossil vertebrates in the lower peninsula of Michigan. Michigan Academician 18(3):431-463;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Betz Site;42.366667;-84.366667;0.015;0.01;2-1;;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Betz Site;42.387501;-84.121941;0.126;0.0117;5-1;;Late Pleistocene;;US;Michigan;J. A. Holman, D. C. Fisher, and R. O. Kapp. 1986. Recent discoveries of fossil vertebrates in the lower peninsula of Michigan. Michigan Academician 18(3):431-463;;;
Mammuthus columbi;Mammuthus imperator;Betz Site;42.387501;-84.121941;0.126;0.0117;5-1;;Late Pleistocene;;US;;J. A. Holman, D. C. Fisher, and R. O. Kapp. 1986. Recent discoveries of fossil vertebrates in the lower peninsula of Michigan. Michigan Academician 18(3):431-463;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Betz Site;42.387501;-84.121941;0.126;0.0117;;;Late Pleistocene;;US;Michigan;J. A. Holman, D. C. Fisher, and R. O. Kapp. 1986. Recent discoveries of fossil vertebrates in the lower peninsula of Michigan. Michigan Academician 18(3):431-463;;;
Mammuthus columbi;Mammuthus columbi;Grayson, Sheridan County;42.420791;-102.459074;0.126;0.012;5-1;;Late Pleistocene;;US;Nebraska;"Rivals, Florent; Semprebon, Gina; Lister, Adrian (2012): An examination of dietary diversity patterns in Pleistocene proboscideans (Mammuthus, Palaeoloxodon, and Mammut) from Europe and North America as revealed by dental microwear. In: Quaternary International 255, S. 188–195. DOI: 10.1016/j.quaint.2011.05.036.";;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;American Aggregates Gravel Pit;42.5;-83.616667;0.015;0.01;2-1;;;;;;;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Mead Site;42.5;-84.25;0.015;0.01;2-1;;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Quarry G, Sheridan County;42.537977;-102.409616;0.126;0.012;5-1;;Late Pleistocene;;US;Nebraska;"Rivals, Florent; Semprebon, Gina; Lister, Adrian (2012): An examination of dietary diversity patterns in Pleistocene proboscideans (Mammuthus, Palaeoloxodon, and Mammut) from Europe and North America as revealed by dental microwear. In: Quaternary International 255, S. 188–195. DOI: 10.1016/j.quaint.2011.05.036.";;;
Mammuthus columbi;Mammuthus columbi;La Prele Mammoth Site;42.561086;-105.731155;0.012875;0.012817;1;W;Greenlandian, Clovis;;US;Wyoming;"Mackie, Madeline E.; Surovell, Todd A.; O'Brien, Matthew; Kelly, Robert L.; Pelton, Spencer; Haynes, C. Vance et al. (2020): Confirming a Cultural Association at the La Prele Mammoth Site (48CO1401), Converse County, Wyoming. In: Am. Antiq. 85 (3), S. 554–572. DOI: 10.1017/aaq.2020.8.";;;
Mammuthus columbi;Mammuthus columbi;Mead Site;42.592777;-84.269447;0.126;0.0117;5-1;;Late Pleistocene;;US;Michigan;J. A. Holman, D. C. Fisher, and R. O. Kapp. 1986. Recent discoveries of fossil vertebrates in the lower peninsula of Michigan. Michigan Academician 18(3):431-463;;;
Mammuthus columbi;Mammuthus imperator;Mead Site;42.592777;-84.269447;0.126;0.0117;5-1;;Late Pleistocene;;US;;J. A. Holman, D. C. Fisher, and R. O. Kapp. 1986. Recent discoveries of fossil vertebrates in the lower peninsula of Michigan. Michigan Academician 18(3):431-463;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Mead Site;42.592777;-84.269447;0.126;0.0117;;;Late Pleistocene;;US;Michigan;J. A. Holman, D. C. Fisher, and R. O. Kapp. 1986. Recent discoveries of fossil vertebrates in the lower peninsula of Michigan. Michigan Academician 18(3):431-463;;;
Mammuthus columbi;Mammuthus imperator;creek northwest of Homer;42.6614;-76.204201;2.588;0.0117;;;Pleistocene;;US;New York;O. P. Hay. 1919. On some proboscideans of the State of New York. Science 49(1268):377-379;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;creek northwest of Homer;42.6614;-76.204201;2.588;0.0117;;;Pleistocene;;US;New York;O. P. Hay. 1919. On some proboscideans of the State of New York. Science 49(1268):377-379;;;
Mammuthus columbi;Mammuthus columbi;Homer, Cortland County;42.6614;-76.204201;2.588;0.0117;;;Pleistocene;;US;New York;O. P. Hay. 1919. On some proboscideans of the State of New York. Science 49(1268):377-379;;;
Mammuthus columbi;Mammuthus columbi;Gordon Fossil Quarry (UNSM Sd-5);42.700001;-102.5;1.8;0.3;64-11;;Irvingtonian;;;;;;;
Mammuthus columbi;Mammuthus imperator;Gordon Fossil Quarry (UNSM Sd-5);42.700001;-102.5;1.8;0.3;;;Irvingtonian;;;;;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Gordon Fossil Quarry (UNSM Sd-5);42.700001;-102.5;1.8;0.3;;;Irvingtonian;;;;;;;
Mammuthus columbi;Mammuthus columbi;Hay Springs Fossil Quarry (UNSM Sd-1);42.700001;-102.5;0.191;0.13;6;K;Illinoian;;US;Nebraska;"Schultz, C. Bertrand; Tanner, Lloyd,G. (1957): Medial Pleistocene fossil vertebrate localities in Nebraska. In: Bulletin of the University of Nebraska State Museum (14).";;;
Mammuthus columbi;Mammuthus imperator;Hay Springs Fossil Quarry (UNSM Sd-1);42.700001;-102.5;1.8;0.3;;;Irvingtonian;;US;;R. A. Hintlian. 1975. University of Nebraska MS thesis;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Hay Springs Fossil Quarry (UNSM Sd-1);42.700001;-102.5;1.8;0.3;;;Irvingtonian;;US;Nebraska;R. A. Hintlian. 1975. University of Nebraska MS thesis;;;
Mammuthus columbi;Mammuthus imperator;Niobrara River (coll. Hayden 1857);42.700001;-102.5;23.03;5.333;;;Miocene;;US;;;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Niobrara River (coll. Hayden 1857);42.700001;-102.5;23.03;5.333;;;Miocene;;US;Nebraska;;;;
Mammuthus columbi;Mammuthus columbi;Rushville Quarry (UNSM Sd-3);42.700001;-102.5;1.8;0.3;;;Irvingtonian;;;;;;;
Mammuthus columbi;Mammuthus imperator;Rushville Quarry (UNSM Sd-3);42.700001;-102.5;1.8;0.3;;;Irvingtonian;;;;;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Rushville Quarry (UNSM Sd-3);42.700001;-102.5;1.8;0.3;;;Irvingtonian;;;;;;;
